text,label
I'm proud of your progress,0
You look disgusting in that picture,1
you did well,0
"You’ll never succeed, idiot",1
smart,0
stupid,1
be happy,0
"Go cry somewhere else, loser",1
That was a really thoughtful comment,0
ugly,1
You are the worst person ever,1
I hope you have an amazing day,0
you are trash,1
nice,0
you did well,0
loser,1
thanks for your help,0
you are dumb,1
good job,0
You did a wonderful job on the project,0
I appreciate your help today,0
you look ugly,1
You did a wonderful job on the project,0
Let’s support each other and grow together,0
You bring so much positivity here,0
good job,0
nobody likes you,1
idiot,1
You are the worst person ever,1
"You are doing your best, keep going",0
"Go cry somewhere else, loser",1
Thanks for being such a great friend,0
well done,0
"You are doing your best, keep going",0
smart,0
good job,0
ugly,1
love yourself,0
you did well,0
happy,0
loser,1
nice work,0
"You are doing your best, keep going",0
Why are you even here?,1
Your post made me smile today,0
"Nobody likes you, go away",1
Your post made me smile today,0
you are so ugly,1
you are so stupid,1
Let’s support each other and grow together,0
I'm proud of your progress,0
be happy,0
"Go cry somewhere else, loser",1
hate you,1
You bring so much positivity here,0
thanks for your help,0
stay strong,0
Let’s support each other and grow together,0
love yourself,0
be happy,0
I hope you have an amazing day,0
shut up,1
hate you,1
go cry you loser,1
you look ugly,1
you look nice,0
stupid,1
you are very kind,0
freak,1
Let’s support each other and grow together,0
Why are you even here?,1
"Stop talking, no one cares about you",1
nobody,1
happy,0
You're such a waste of space,1
"You’ll never succeed, idiot",1
cool,0
You are the worst person ever,1
I'm proud of your progress,0
you are dumb,1
"You’ll never succeed, idiot",1
that was amazing,0
you are dumb,1
Thanks for being such a great friend,0
cool,0
you are kind,0
you are very kind,0
"Nobody likes you, go away",1
shut up,1
You are the worst person ever,1
trash,1
You bring so much positivity here,0
nobody,1
thank you,0
shut up,1
nobody likes you,1
go cry you loser,1
die loser,1
that was really nice,0
you are very kind,0
Your face makes me sick,1
You are the worst person ever,1
nobody,1
"You are doing your best, keep going",0
well done,0
you are kind,0
sweet,0
you are very kind,0
nobody likes you,1
Your face makes me sick,1
you look nice,0
you suck,1
"Nobody likes you, go away",1
thanks for your help,0
nice work,0
"You’ll never succeed, idiot",1
you are so talented,0
shut up,1
sweet,0
love yourself,0
you are dumb,1
hate you,1
love yourself,0
stupid,1
be happy,0
good job,0
you did great,0
sweet,0
ugly,1
You're such a waste of space,1
you are so talented,0
happy,0
You are the worst person ever,1
moron,1
you are dumb,1
"Stop talking, no one cares about you",1
"You are doing your best, keep going",0
that was really nice,0
you are trash,1
You bring so much positivity here,0
freak,1
nobody likes you,1
go away,1
You're such a waste of space,1
trash,1
that was amazing,0
go away,1
That was a really thoughtful comment,0
ugly face,1
I hope you have an amazing day,0
dumb,1
Let’s support each other and grow together,0
ugly face,1
You’re so dumb it hurts,1
you are very kind,0
peace,0
you are so ugly,1
dumb,1
well done,0
good job,0
smart,0
trash talk,1
trash,1
You look disgusting in that picture,1
You bring so much positivity here,0
you suck,1
I hope you have an amazing day,0
stay strong,0
moron,1
thank you,0
that was really nice,0
kind,0
moron,1
happy,0
Your face makes me sick,1
you did great,0
ugly face,1
Thanks for being such a great friend,0
die loser,1
you are kind,0
You look disgusting in that picture,1
you suck,1
I hope you have an amazing day,0
you are kind,0
I hope you have an amazing day,0
you smell bad,1
freak,1
happy,0
no one likes you,1
ugly,1
hate you,1
sweet,0
You did a wonderful job on the project,0
ugly,1
no one likes you,1
peace,0
love yourself,0
cool,0
That was a really thoughtful comment,0
You look disgusting in that picture,1
you are so ugly,1
you did well,0
you are so talented,0
I'm proud of your progress,0
you are so talented,0
You look disgusting in that picture,1
ugly face,1
You look disgusting in that picture,1
ugly face,1
you are so ugly,1
nice work,0
nice work,0
nice,0
stay strong,0
nobody,1
you are so stupid,1
I appreciate your help today,0
ugly,1
I'm proud of your progress,0
that was amazing,0
I hope you have an amazing day,0
stay strong,0
go away,1
go cry you loser,1
Let’s support each other and grow together,0
you did well,0
cool,0
I'm proud of your progress,0
stupid,1
sweet,0
nobody likes you,1
You're such a waste of space,1
You're such a waste of space,1
you did well,0
you are so stupid,1
good job,0
great,0
I hope you have an amazing day,0
go away,1
Why are you even here?,1
You are the worst person ever,1
smart,0
Your face makes me sick,1
You did a wonderful job on the project,0
you are so stupid,1
well done,0
peace,0
you suck,1
nice,0
you are kind,0
peace,0
Let’s support each other and grow together,0
hate you,1
thank you,0
"Stop talking, no one cares about you",1
Thanks for being such a great friend,0
"Go cry somewhere else, loser",1
That was a really thoughtful comment,0
good job,0
you look nice,0
Why are you even here?,1
"Stop talking, no one cares about you",1
thanks for your help,0
"Nobody likes you, go away",1
You’re so dumb it hurts,1
smart,0
loser,1
well done,0
You did a wonderful job on the project,0
Your face makes me sick,1
You are the worst person ever,1
Why are you even here?,1
go cry you loser,1
That was a really thoughtful comment,0
you did well,0
I hope you have an amazing day,0
thanks for your help,0
hate you,1
"You’ll never succeed, idiot",1
good job,0
thank you,0
moron,1
You bring so much positivity here,0
I hope you have an amazing day,0
go cry you loser,1
You bring so much positivity here,0
"Go cry somewhere else, loser",1
"Nobody likes you, go away",1
"Stop talking, no one cares about you",1
you are trash,1
love yourself,0
trash,1
brave,0
that was amazing,0
you smell bad,1
ugly face,1
I hope you have an amazing day,0
moron,1
"Stop talking, no one cares about you",1
You did a wonderful job on the project,0
trash talk,1
You did a wonderful job on the project,0
ugly,1
peace,0
you smell bad,1
that was amazing,0
You're such a waste of space,1
you are so ugly,1
smart,0
you did well,0
You bring so much positivity here,0
Your face makes me sick,1
shut up,1
I appreciate your help today,0
you look ugly,1
I hope you have an amazing day,0
trash talk,1
no one likes you,1
die loser,1
"You’ll never succeed, idiot",1
you are so stupid,1
You look disgusting in that picture,1
stupid,1
thanks for your help,0
You're such a waste of space,1
You did a wonderful job on the project,0
I'm proud of your progress,0
nobody likes you,1
nobody,1
dumb,1
idiot,1
You are the worst person ever,1
"Stop talking, no one cares about you",1
go away,1
nice work,0
dumb,1
shut up,1
Your post made me smile today,0
you are so talented,0
you are so stupid,1
nobody likes you,1
Your face makes me sick,1
shut up,1
You did a wonderful job on the project,0
loser,1
"You’ll never succeed, idiot",1
you are so stupid,1
ugly,1
thank you,0
you did well,0
stupid kid,1
nobody likes you,1
great,0
thanks for your help,0
ugly,1
freak,1
Let’s support each other and grow together,0
moron,1
Thanks for being such a great friend,0
hate,1
you look nice,0
love,0
You are the worst person ever,1
you are kind,0
you are so stupid,1
you did well,0
great,0
"You are doing your best, keep going",0
well done,0
I hope you have an amazing day,0
Why are you even here?,1
"Stop talking, no one cares about you",1
peace,0
great,0
that was really nice,0
Your post made me smile today,0
nice,0
That was a really thoughtful comment,0
"Nobody likes you, go away",1
I hope you have an amazing day,0
"Nobody likes you, go away",1
die loser,1
I'm proud of your progress,0
Your face makes me sick,1
You're such a waste of space,1
That was a really thoughtful comment,0
"Stop talking, no one cares about you",1
love,0
Let’s support each other and grow together,0
that was amazing,0
Your post made me smile today,0
ugly,1
"Nobody likes you, go away",1
You look disgusting in that picture,1
Your face makes me sick,1
you are very kind,0
ugly,1
loser,1
you look ugly,1
That was a really thoughtful comment,0
go away,1
Your post made me smile today,0
you are dumb,1
"You’ll never succeed, idiot",1
trash talk,1
happy,0
You're such a waste of space,1
That was a really thoughtful comment,0
trash,1
trash talk,1
thanks for your help,0
You’re so dumb it hurts,1
"Stop talking, no one cares about you",1
You did a wonderful job on the project,0
stupid,1
nice work,0
"Nobody likes you, go away",1
ugly face,1
"Go cry somewhere else, loser",1
hate,1
no one likes you,1
you are kind,0
you did great,0
shut up,1
You look disgusting in that picture,1
that was really nice,0
you are so ugly,1
ugly face,1
"Go cry somewhere else, loser",1
I appreciate your help today,0
peace,0
nice work,0
You look disgusting in that picture,1
You bring so much positivity here,0
Thanks for being such a great friend,0
Let’s support each other and grow together,0
"You’ll never succeed, idiot",1
you did great,0
"Go cry somewhere else, loser",1
dumb,1
you are so ugly,1
die loser,1
no one likes you,1
thank you,0
stupid kid,1
thanks for your help,0
"You are doing your best, keep going",0
You look disgusting in that picture,1
that was really nice,0
you are dumb,1
go away,1
You're such a waste of space,1
"Go cry somewhere else, loser",1
thanks for your help,0
stay strong,0
hate,1
trash talk,1
no one likes you,1
"Nobody likes you, go away",1
thank you,0
hate you,1
"Stop talking, no one cares about you",1
great,0
you are dumb,1
you are so talented,0
that was really nice,0
you look nice,0
you look ugly,1
You bring so much positivity here,0
you suck,1
no one likes you,1
you are so talented,0
go cry you loser,1
smart,0
ugly,1
hate you,1
You are the worst person ever,1
sweet,0
cool,0
sweet,0
loser,1
I'm proud of your progress,0
love yourself,0
you are so stupid,1
You're such a waste of space,1
I'm proud of your progress,0
thanks for your help,0
brave,0
thank you,0
go away,1
freak,1
great,0
you did great,0
you are so ugly,1
You are the worst person ever,1
"Nobody likes you, go away",1
happy,0
good job,0
"You’ll never succeed, idiot",1
you are dumb,1
loser,1
That was a really thoughtful comment,0
I appreciate your help today,0
That was a really thoughtful comment,0
die loser,1
You did a wonderful job on the project,0
smart,0
"You are doing your best, keep going",0
You are the worst person ever,1
You’re so dumb it hurts,1
I appreciate your help today,0
I'm proud of your progress,0
idiot,1
Let’s support each other and grow together,0
cool,0
you look ugly,1
cool,0
thanks for your help,0
You bring so much positivity here,0
that was really nice,0
"Go cry somewhere else, loser",1
You're such a waste of space,1
Your face makes me sick,1
Your post made me smile today,0
dumb,1
brave,0
you are dumb,1
go cry you loser,1
go cry you loser,1
brave,0
be happy,0
You’re so dumb it hurts,1
you are trash,1
I hope you have an amazing day,0
You’re so dumb it hurts,1
stupid,1
die loser,1
you are trash,1
that was amazing,0
you smell bad,1
peace,0
Your face makes me sick,1
be happy,0
love yourself,0
love yourself,0
you look nice,0
you are kind,0
You bring so much positivity here,0
Let’s support each other and grow together,0
peace,0
shut up,1
Your face makes me sick,1
dumb,1
happy,0
"Go cry somewhere else, loser",1
Your face makes me sick,1
"Nobody likes you, go away",1
you are so ugly,1
good job,0
You did a wonderful job on the project,0
nice,0
"Stop talking, no one cares about you",1
you are so talented,0
Your post made me smile today,0
thanks for your help,0
I hope you have an amazing day,0
be happy,0
hate,1
good job,0
no one likes you,1
Your post made me smile today,0
that was really nice,0
"Nobody likes you, go away",1
you look nice,0
I appreciate your help today,0
go away,1
thanks for your help,0
be happy,0
stay strong,0
dumb,1
You’re so dumb it hurts,1
that was really nice,0
you are so stupid,1
kind,0
I appreciate your help today,0
love,0
you did well,0
stay strong,0
you are so ugly,1
dumb,1
That was a really thoughtful comment,0
Let’s support each other and grow together,0
you look nice,0
hate you,1
"Go cry somewhere else, loser",1
go cry you loser,1
idiot,1
You're such a waste of space,1
"Go cry somewhere else, loser",1
Why are you even here?,1
You are the worst person ever,1
no one likes you,1
thanks for your help,0
Your face makes me sick,1
die loser,1
You’re so dumb it hurts,1
no one likes you,1
"Go cry somewhere else, loser",1
"Nobody likes you, go away",1
hate you,1
that was amazing,0
brave,0
that was amazing,0
Why are you even here?,1
"Nobody likes you, go away",1
shut up,1
you are very kind,0
You're such a waste of space,1
loser,1
trash talk,1
well done,0
you look ugly,1
moron,1
You did a wonderful job on the project,0
smart,0
You did a wonderful job on the project,0
you are so ugly,1
go cry you loser,1
you smell bad,1
freak,1
sweet,0
hate,1
you are so ugly,1
you are so ugly,1
"You’ll never succeed, idiot",1
"You are doing your best, keep going",0
sweet,0
die loser,1
You bring so much positivity here,0
You did a wonderful job on the project,0
ugly face,1
you look nice,0
That was a really thoughtful comment,0
that was amazing,0
go away,1
thank you,0
you are so stupid,1
trash,1
I appreciate your help today,0
You’re so dumb it hurts,1
you are so ugly,1
you are so talented,0
you look nice,0
you smell bad,1
Why are you even here?,1
thanks for your help,0
you are so talented,0
trash,1
thanks for your help,0
thank you,0
Thanks for being such a great friend,0
nobody likes you,1
thank you,0
hate,1
you suck,1
you look nice,0
"You are doing your best, keep going",0
shut up,1
Thanks for being such a great friend,0
nobody likes you,1
You bring so much positivity here,0
you are so talented,0
go cry you loser,1
hate,1
I'm proud of your progress,0
you are so ugly,1
you did well,0
you are trash,1
brave,0
Thanks for being such a great friend,0
idiot,1
trash talk,1
"You’ll never succeed, idiot",1
You’re so dumb it hurts,1
thank you,0
thanks for your help,0
you look ugly,1
you are trash,1
I hope you have an amazing day,0
nobody likes you,1
you are very kind,0
ugly,1
loser,1
stupid,1
You're such a waste of space,1
good job,0
"You are doing your best, keep going",0
Thanks for being such a great friend,0
happy,0
Why are you even here?,1
nobody,1
nobody,1
be happy,0
You’re so dumb it hurts,1
freak,1
"Stop talking, no one cares about you",1
nice,0
nice work,0
you look nice,0
ugly face,1
"Go cry somewhere else, loser",1
nobody likes you,1
you are trash,1
you are kind,0
you suck,1
trash,1
Your face makes me sick,1
you suck,1
die loser,1
"You’ll never succeed, idiot",1
thanks for your help,0
you are so ugly,1
You look disgusting in that picture,1
go away,1
You’re so dumb it hurts,1
hate,1
shut up,1
stay strong,0
go away,1
I'm proud of your progress,0
well done,0
You look disgusting in that picture,1
nice work,0
Your face makes me sick,1
idiot,1
thanks for your help,0
"You are doing your best, keep going",0
hate,1
ugly face,1
trash talk,1
You did a wonderful job on the project,0
no one likes you,1
You did a wonderful job on the project,0
Thanks for being such a great friend,0
"You’ll never succeed, idiot",1
"You’ll never succeed, idiot",1
you are trash,1
You are the worst person ever,1
"Stop talking, no one cares about you",1
you are so ugly,1
I appreciate your help today,0
go away,1
you did great,0
you are very kind,0
that was really nice,0
You look disgusting in that picture,1
be happy,0
you are dumb,1
thank you,0
hate,1
love yourself,0
love yourself,0
die loser,1
you are so ugly,1
thank you,0
that was really nice,0
ugly face,1
you did well,0
Why are you even here?,1
"You’ll never succeed, idiot",1
smart,0
peace,0
You look disgusting in that picture,1
I appreciate your help today,0
happy,0
"You’ll never succeed, idiot",1
nice,0
Your face makes me sick,1
loser,1
you are kind,0
you are so stupid,1
you suck,1
ugly face,1
stay strong,0
great,0
ugly,1
moron,1
you look ugly,1
"You are doing your best, keep going",0
You bring so much positivity here,0
well done,0
You look disgusting in that picture,1
Your face makes me sick,1
be happy,0
"Stop talking, no one cares about you",1
trash,1
stay strong,0
thanks for your help,0
"Nobody likes you, go away",1
"You’ll never succeed, idiot",1
"You are doing your best, keep going",0
"Go cry somewhere else, loser",1
You look disgusting in that picture,1
you are dumb,1
ugly,1
stupid kid,1
Thanks for being such a great friend,0
thanks for your help,0
nice work,0
I'm proud of your progress,0
you are so talented,0
nice,0
Your post made me smile today,0
hate,1
"Go cry somewhere else, loser",1
stay strong,0
shut up,1
Thanks for being such a great friend,0
shut up,1
Why are you even here?,1
You're such a waste of space,1
you are very kind,0
You are the worst person ever,1
"Nobody likes you, go away",1
that was really nice,0
Let’s support each other and grow together,0
Your face makes me sick,1
You're such a waste of space,1
trash talk,1
trash,1
nobody likes you,1
hate you,1
"Go cry somewhere else, loser",1
you did great,0
you are dumb,1
Let’s support each other and grow together,0
you suck,1
you look ugly,1
smart,0
nobody,1
go cry you loser,1
"Go cry somewhere else, loser",1
you did well,0
great,0
"Go cry somewhere else, loser",1
go cry you loser,1
shut up,1
freak,1
Let’s support each other and grow together,0
"You’ll never succeed, idiot",1
you are dumb,1
great,0
"You are doing your best, keep going",0
You are the worst person ever,1
you are so ugly,1
nobody,1
nice,0
"You are doing your best, keep going",0
nobody,1
kind,0
you are very kind,0
be happy,0
you are very kind,0
You’re so dumb it hurts,1
stupid,1
You did a wonderful job on the project,0
you look nice,0
love,0
I hope you have an amazing day,0
Your post made me smile today,0
no one likes you,1
"You are doing your best, keep going",0
Let’s support each other and grow together,0
great,0
you look ugly,1
"You’ll never succeed, idiot",1
you did great,0
thank you,0
stupid,1
trash,1
You're such a waste of space,1
you are so stupid,1
I appreciate your help today,0
You are the worst person ever,1
Let’s support each other and grow together,0
stay strong,0
great,0
smart,0
be happy,0
you are so talented,0
you are so ugly,1
You bring so much positivity here,0
that was amazing,0
no one likes you,1
I appreciate your help today,0
happy,0
freak,1
"You’ll never succeed, idiot",1
you are so ugly,1
"You’ll never succeed, idiot",1
"You’ll never succeed, idiot",1
love yourself,0
go cry you loser,1
You look disgusting in that picture,1
no one likes you,1
you suck,1
you are trash,1
You bring so much positivity here,0
thanks for your help,0
"Stop talking, no one cares about you",1
Your face makes me sick,1
idiot,1
you are dumb,1
You look disgusting in that picture,1
nice,0
no one likes you,1
nobody likes you,1
you are so stupid,1
you are kind,0
you look ugly,1
stupid kid,1
"Stop talking, no one cares about you",1
good job,0
You bring so much positivity here,0
stay strong,0
You look disgusting in that picture,1
sweet,0
thanks for your help,0
You're such a waste of space,1
You did a wonderful job on the project,0
nice work,0
Your post made me smile today,0
Your post made me smile today,0
great,0
I'm proud of your progress,0
You bring so much positivity here,0
that was really nice,0
You’re so dumb it hurts,1
"Go cry somewhere else, loser",1
you are so stupid,1
Your post made me smile today,0
thanks for your help,0
You are the worst person ever,1
I hope you have an amazing day,0
That was a really thoughtful comment,0
go away,1
peace,0
happy,0
hate you,1
You’re so dumb it hurts,1
shut up,1
cool,0
Your post made me smile today,0
great,0
Your post made me smile today,0
you are kind,0
you suck,1
you suck,1
"Go cry somewhere else, loser",1
you suck,1
you are trash,1
brave,0
trash,1
that was amazing,0
You did a wonderful job on the project,0
you did great,0
Thanks for being such a great friend,0
I hope you have an amazing day,0
That was a really thoughtful comment,0
freak,1
that was really nice,0
you did great,0
trash talk,1
you are so talented,0
you are very kind,0
great,0
You’re so dumb it hurts,1
You’re so dumb it hurts,1
you are very kind,0
you are very kind,0
you suck,1
I hope you have an amazing day,0
that was really nice,0
that was really nice,0
peace,0
You did a wonderful job on the project,0
ugly,1
stupid kid,1
"You’ll never succeed, idiot",1
nice work,0
You look disgusting in that picture,1
that was amazing,0
hate you,1
Thanks for being such a great friend,0
Your post made me smile today,0
You look disgusting in that picture,1
you are so stupid,1
I hope you have an amazing day,0
you smell bad,1
"Nobody likes you, go away",1
good job,0
you are kind,0
thank you,0
you are so talented,0
go cry you loser,1
sweet,0
brave,0
you are so ugly,1
You did a wonderful job on the project,0
you are so ugly,1
nobody likes you,1
sweet,0
you are very kind,0
stupid kid,1
Why are you even here?,1
Your post made me smile today,0
Your face makes me sick,1
sweet,0
That was a really thoughtful comment,0
I'm proud of your progress,0
thanks for your help,0
nice,0
thanks for your help,0
hate you,1
That was a really thoughtful comment,0
you suck,1
Why are you even here?,1
that was really nice,0
you look ugly,1
you are kind,0
you are so ugly,1
no one likes you,1
hate you,1
That was a really thoughtful comment,0
"Stop talking, no one cares about you",1
dumb,1
Let’s support each other and grow together,0
"Nobody likes you, go away",1
That was a really thoughtful comment,0
You look disgusting in that picture,1
you are kind,0
you are trash,1
You’re so dumb it hurts,1
stupid,1
Your face makes me sick,1
I appreciate your help today,0
"Nobody likes you, go away",1
that was really nice,0
I'm proud of your progress,0
well done,0
you are so talented,0
I'm proud of your progress,0
die loser,1
"Nobody likes you, go away",1
great,0
trash talk,1
love,0
"Nobody likes you, go away",1
hate,1
Let’s support each other and grow together,0
Let’s support each other and grow together,0
"You’ll never succeed, idiot",1
You bring so much positivity here,0
well done,0
you are so stupid,1
be happy,0
you are kind,0
smart,0
die loser,1
you look nice,0
Why are you even here?,1
you did great,0
I'm proud of your progress,0
Why are you even here?,1
Your face makes me sick,1
stupid,1
you look ugly,1
happy,0
moron,1
shut up,1
you did well,0
You did a wonderful job on the project,0
"You are doing your best, keep going",0
Why are you even here?,1
well done,0
be happy,0
you are trash,1
You bring so much positivity here,0
stay strong,0
love yourself,0
That was a really thoughtful comment,0
Why are you even here?,1
that was really nice,0
Your post made me smile today,0
stupid,1
Why are you even here?,1
that was really nice,0
"You’ll never succeed, idiot",1
good job,0
Let’s support each other and grow together,0
you smell bad,1
Your post made me smile today,0
That was a really thoughtful comment,0
stupid kid,1
"Go cry somewhere else, loser",1
nice work,0
Let’s support each other and grow together,0
good job,0
"Go cry somewhere else, loser",1
thanks for your help,0
nobody,1
love,0
hate,1
happy,0
you are trash,1
brave,0
"You are doing your best, keep going",0
That was a really thoughtful comment,0
no one likes you,1
You’re so dumb it hurts,1
brave,0
no one likes you,1
You did a wonderful job on the project,0
you look nice,0
you are very kind,0
Your post made me smile today,0
"You are doing your best, keep going",0
"You are doing your best, keep going",0
You're such a waste of space,1
sweet,0
you are so stupid,1
well done,0
kind,0
you look nice,0
I'm proud of your progress,0
hate you,1
thank you,0
kind,0
Your face makes me sick,1
that was amazing,0
Thanks for being such a great friend,0
you did great,0
You are the worst person ever,1
shut up,1
nobody,1
you did well,0
that was really nice,0
stupid kid,1
nice work,0
You're such a waste of space,1
kind,0
nobody likes you,1
I hope you have an amazing day,0
trash,1
hate you,1
idiot,1
dumb,1
brave,0
trans,1
bullshit,1
shit,1
piss,1
transgender,1
You are the worst person ever,1
you are very kind,0
you smell bad,1
you did well,0
you are trash,1
You’re so dumb it hurts,1
trash talk,1
That was a really thoughtful comment,0
stupid kid,1
Why are you even here?,1
stupid kid,1
you are very kind,0
loser,1
that was really nice,0
you smell bad,1
that was really nice,0
happy,0
"You are doing your best, keep going",0
I appreciate your help today,0
die loser,1
idiot,1
I hope you have an amazing day,0
you are trash,1
nobody likes you,1
you are so talented,0
"You’ll never succeed, idiot",1
I'm proud of your progress,0
no one likes you,1
you are dumb,1
Thanks for being such a great friend,0
you look nice,0
you are dumb,1
nice,0
I hope you have an amazing day,0
you look ugly,1
you look ugly,1
go cry you loser,1
that was really nice,0
no one likes you,1
you are so ugly,1
You bring so much positivity here,0
happy,0
You're such a waste of space,1
Let’s support each other and grow together,0
smart,0
you did well,0
you are kind,0
You're such a waste of space,1
stay strong,0
You’re so dumb it hurts,1
you did well,0
brave,0
you did great,0
nobody likes you,1
"You’ll never succeed, idiot",1
"You are doing your best, keep going",0
you are so stupid,1
"Nobody likes you, go away",1
"You are doing your best, keep going",0
that was really nice,0
Why are you even here?,1
you are so ugly,1
love yourself,0
you are dumb,1
moron,1
shut up,1
good job,0
you are so ugly,1
you are so talented,0
cool,0
Let’s support each other and grow together,0
you did great,0
that was amazing,0
Why are you even here?,1
stupid kid,1
you are so talented,0
you are so stupid,1
you look nice,0
stay strong,0
"Stop talking, no one cares about you",1
That was a really thoughtful comment,0
you are trash,1
you did great,0
You are the worst person ever,1
good job,0
hate,1
You bring so much positivity here,0
well done,0
I'm proud of your progress,0
Thanks for being such a great friend,0
you look ugly,1
peace,0
loser,1
you are so ugly,1
moron,1
you did great,0
love,0
that was amazing,0
you smell bad,1
You did a wonderful job on the project,0
You bring so much positivity here,0
go cry you loser,1
"You’ll never succeed, idiot",1
dumb,1
trash,1
Thanks for being such a great friend,0
Thanks for being such a great friend,0
die loser,1
ugly face,1
You look disgusting in that picture,1
ugly face,1
Thanks for being such a great friend,0
You’re so dumb it hurts,1
You are the worst person ever,1
"Nobody likes you, go away",1
peace,0
freak,1
Your face makes me sick,1
That was a really thoughtful comment,0
You bring so much positivity here,0
nobody likes you,1
love,0
"Stop talking, no one cares about you",1
nice work,0
hate,1
go cry you loser,1
Thanks for being such a great friend,0
stay strong,0
brave,0
you did well,0
you did well,0
that was amazing,0
brave,0
that was really nice,0
Your post made me smile today,0
You're such a waste of space,1
"Nobody likes you, go away",1
great,0
loser,1
you are so talented,0
Your post made me smile today,0
you are so stupid,1
moron,1
that was amazing,0
"Stop talking, no one cares about you",1
You look disgusting in that picture,1
You bring so much positivity here,0
You did a wonderful job on the project,0
nobody likes you,1
love yourself,0
freak,1
go away,1
love yourself,0
stupid kid,1
Thanks for being such a great friend,0
great,0
I hope you have an amazing day,0
you look ugly,1
Why are you even here?,1
I'm proud of your progress,0
I hope you have an amazing day,0
you are trash,1
die loser,1
you are so stupid,1
"You’ll never succeed, idiot",1
good job,0
moron,1
I appreciate your help today,0
You are the worst person ever,1
you look ugly,1
that was amazing,0
you are so ugly,1
I hope you have an amazing day,0
"Stop talking, no one cares about you",1
stupid kid,1
"You are doing your best, keep going",0
kind,0
you are so talented,0
I'm proud of your progress,0
nobody,1
you are dumb,1
you look nice,0
no one likes you,1
that was amazing,0
great,0
You look disgusting in that picture,1
you did great,0
Why are you even here?,1
You did a wonderful job on the project,0
you are so stupid,1
Let’s support each other and grow together,0
nice,0
go away,1
sweet,0
"You are doing your best, keep going",0
you look nice,0
go cry you loser,1
you did great,0
freak,1
You are the worst person ever,1
freak,1
You did a wonderful job on the project,0
thanks for your help,0
I appreciate your help today,0
you are dumb,1
no one likes you,1
die loser,1
"Stop talking, no one cares about you",1
you suck,1
"Stop talking, no one cares about you",1
that was amazing,0
nice work,0
you suck,1
kind,0
stupid kid,1
you are trash,1

